GeneID	Entrez	Symbol	Description	Biotype	Chr	Start	End	Strand
ENSMUSG00000097989	NA	Gm4335	predicted gene 4335 [Source:MGI Symbol;Acc:MGI:3782519]	processed_pseudogene	15	93196595	93197598	1
ENSMUSG00000098112	668218	Bin2	bridging integrator 2 [Source:HGNC Symbol;Acc:HGNC:1053]	protein_coding	15	100641077	100669553	-1
ENSMUSG00000098419	NA	Mir6963	microRNA 6963 [Source:MGI Symbol;Acc:MGI:5531106]	miRNA	15	103350455	103350525	-1
ENSMUSG00000098620	NA	Gm27209	predicted gene 27209 [Source:MGI Symbol;Acc:MGI:5521052]	antisense	15	100595416	100597293	1
ENSMUSG00000099083	223922	Atf7	Cyclic AMP-dependent transcription factor ATF-7  [Source:UniProtKB/Swiss-Prot;Acc:Q8R0S1]	protein_coding	15	102525946	102625464	-1
ENSMUSG00000099112	NA	Gm27406	predicted gene, 27406 [Source:MGI Symbol;Acc:MGI:5530788]	misc_RNA	15	102485908	102486089	1
ENSMUSG00000099222	NA	Mir7213	microRNA 7213 [Source:MGI Symbol;Acc:MGI:5530759]	miRNA	15	79998970	79999026	-1
ENSMUSG00000099267	NA	Mir6955	microRNA 6955 [Source:MGI Symbol;Acc:MGI:5531151]	miRNA	15	78891840	78891913	1
ENSMUSG00000100084	NA	2310068J16Rik	RIKEN cDNA 2310068J16 gene [Source:MGI Symbol;Acc:MGI:1917531]	antisense	15	99972158	99973287	-1
ENSMUSG00000100199	NA	Gm20324	predicted gene, 20324 [Source:MGI Symbol;Acc:MGI:5012509]	antisense	15	82899080	82905818	1
ENSMUSG00000100599	NA	1700120C14Rik	RIKEN cDNA 1700120C14 gene [Source:MGI Symbol;Acc:MGI:1920850]	processed_transcript	15	99249511	99262044	1
ENSMUSG00000100967	NA	Gm29666		protein_coding	15	84910438	84920038	-1
ENSMUSG00000103520	NA	1110025M09Rik	RIKEN cDNA 1110025M09 gene [Source:MGI Symbol;Acc:MGI:1915885]	TEC	15	81584174	81585028	-1
ENSMUSG00000105167	NA	Snord43	small nucleolar RNA, C/D box 43 [Source:MGI Symbol;Acc:MGI:3819534]	miRNA	15	80082847	80082954	-1
ENSMUSG00000106463	NA	Mir1291	microRNA 1291 [Source:MGI Symbol;Acc:MGI:5562744]	miRNA	15	98519762	98519878	-1
ENSMUSG00000006522	16426	Itih3	Inter-alpha-trypsin inhibitor heavy chain H3  [Source:UniProtKB/Swiss-Prot;Acc:Q61704]	protein_coding	14	30908572	30923760	-1
ENSMUSG00000006526	69179	Tmem110	Store-operated calcium entry regulator STIMATE  [Source:UniProtKB/Swiss-Prot;Acc:Q3UF25]	protein_coding	14	30825590	30877210	1
ENSMUSG00000006527	54650	Sfmbt1	Scm-like with four MBT domains protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9JMD1]	protein_coding	14	30714849	30822721	1
ENSMUSG00000007817	328365	Zmiz1	zinc finger, MIZ-type containing 1 [Source:MGI Symbol;Acc:MGI:3040693]	protein_coding	14	25459185	25666743	1
ENSMUSG00000012405	66480	Rpl15	ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1913730]	protein_coding	14	18267823	18271391	-1
ENSMUSG00000013701	53600	Timm23	translocase of inner mitochondrial membrane 23 [Source:MGI Symbol;Acc:MGI:1858317]	protein_coding	14	32180162	32201898	-1
ENSMUSG00000014496	105522	Ankrd28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A  [Source:UniProtKB/Swiss-Prot;Acc:Q505D1]	protein_coding	14	31698768	31830651	-1
ENSMUSG00000015966	50905	Il17rb	Interleukin-17 receptor B  [Source:UniProtKB/Swiss-Prot;Acc:Q9JIP3]	protein_coding	14	29996135	30008896	-1
ENSMUSG00000015968	12289	Cacna1d	Voltage-dependent L-type calcium channel subunit alpha-1D  [Source:UniProtKB/Swiss-Prot;Acc:Q99246]	protein_coding	14	30039939	30491455	-1
ENSMUSG00000015970	218865	Chdh	Choline dehydrogenase, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q8BJ64]	protein_coding	14	30009023	30040527	1
ENSMUSG00000015971	56249	Actr8	Actin-related protein 8  [Source:UniProtKB/Swiss-Prot;Acc:Q8R2S9]	protein_coding	14	29978337	30006354	1
ENSMUSG00000017485	21974	Top2b	DNA topoisomerase 2-beta  [Source:UniProtKB/Swiss-Prot;Acc:Q64511]	protein_coding	14	16365179	16435462	1
ENSMUSG00000017491	218772	Rarb	retinoic acid receptor, beta [Source:MGI Symbol;Acc:MGI:97857]	protein_coding	14	16430839	16819156	-1
ENSMUSG00000019027	110084	Dnah1	Dynein heavy chain 1, axonemal  [Source:UniProtKB/Swiss-Prot;Acc:E9Q8T7]	protein_coding	14	31260375	31323896	-1
ENSMUSG00000021733	218756	Slc4a7	solute carrier family 4, sodium bicarbonate cotransporter, member 7 [Source:MGI Symbol;Acc:MGI:2443878]	protein_coding	14	14702279	14799940	1
ENSMUSG00000021737	66413	Psmd6	26S proteasome non-ATPase regulatory subunit 6  [Source:UniProtKB/Swiss-Prot;Acc:Q99JI4]	protein_coding	14	14112174	14120984	-1
ENSMUSG00000021738	246103	Atxn7	Ataxin-7  [Source:UniProtKB/Swiss-Prot;Acc:Q8R4I1]	protein_coding	14	13961440	14107302	1
ENSMUSG00000021741	NA	Gm5457	predicted pseudogene 5457 [Source:MGI Symbol;Acc:MGI:3646665]	processed_pseudogene	14	12867553	12867885	1
ENSMUSG00000021743	54713	Fezf2	Fez family zinc finger protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9ESP5]	protein_coding	14	12342094	12348189	-1
ENSMUSG00000021745	19270	Ptprg	receptor-type tyrosine-protein phosphatase gamma isoform 2  [Source:RefSeq peptide;Acc:NP_001334522]	protein_coding	14	11553532	12242041	1
ENSMUSG00000021747	74430	4930452B06Rik	Uncharacterized   [Source:UniProtKB/Swiss-Prot;Acc:Q6P2K3]	protein_coding	14	8431192	8666240	-1
ENSMUSG00000021748	68263	Pdhb	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9D051]	protein_coding	14	8165996	8173025	-1
ENSMUSG00000021749	18300	Oit1	oncoprotein induced transcript 1 [Source:MGI Symbol;Acc:MGI:1201784]	protein_coding	14	8348937	8378754	-1
ENSMUSG00000021750	268709	Fam107a	family with sequence similarity 107 member A [Source:HGNC Symbol;Acc:HGNC:30827]	protein_coding	14	8296274	8318023	-1
ENSMUSG00000021751	93732	Acox2	Peroxisomal acyl-coenzyme A oxidase 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9QXD1]	protein_coding	14	8225511	8259353	-1
ENSMUSG00000021752	71393	Kctd6	potassium channel tetramerisation domain containing 6 [Source:MGI Symbol;Acc:MGI:1918643]	protein_coding	14	8214140	8223563	1
ENSMUSG00000021767	54169	Kat6b	Histone acetyltransferase KAT6B  [Source:UniProtKB/Swiss-Prot;Acc:Q8BRB7]	protein_coding	14	21481434	21672478	1
ENSMUSG00000021768	27389	Dusp13	Dual specificity protein phosphatase 13 isoform A  [Source:UniProtKB/Swiss-Prot;Acc:Q6B8I0]	protein_coding	14	21733394	21751181	-1
ENSMUSG00000021770	67630	Samd8	sterile alpha motif domain containing 8 [Source:MGI Symbol;Acc:MGI:1914880]	protein_coding	14	21750531	21798726	1
ENSMUSG00000021771	22334	Vdac2	voltage-dependent anion channel 2 [Source:MGI Symbol;Acc:MGI:106915]	protein_coding	14	21825238	21845879	1
ENSMUSG00000021772	69721	Nkiras1	NF-kappa-B inhibitor-interacting Ras-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8CEC5]	protein_coding	14	18271136	18284003	1
ENSMUSG00000021773	69156	Comtd1	Catechol O-methyltransferase domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8BIG7]	protein_coding	14	21845855	21848977	-1
ENSMUSG00000021774	22194	Ube2e1	ubiquitin-conjugating enzyme E2E 1 [Source:MGI Symbol;Acc:MGI:107411]	protein_coding	14	18282722	18331859	-1
ENSMUSG00000021775	353187	Nr1d2	nuclear receptor subfamily 1, group D, member 2 [Source:MGI Symbol;Acc:MGI:2449205]	protein_coding	14	18204054	18239127	-1
ENSMUSG00000021779	21834	Thrb	Thyroid hormone receptor beta  [Source:UniProtKB/Swiss-Prot;Acc:P37242]	protein_coding	14	17660261	18038090	1
ENSMUSG00000021782	71228	Dlg5	Disks large homolog 5  [Source:UniProtKB/Swiss-Prot;Acc:E9Q9R9]	protein_coding	14	24133953	24245920	-1
ENSMUSG00000021785	59007	Ngly1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase  [Source:UniProtKB/Swiss-Prot;Acc:Q9JI78]	protein_coding	14	16249280	16311926	1
ENSMUSG00000021786	71147	Oxsm	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9D404]	protein_coding	14	16238652	16249808	-1
ENSMUSG00000021806	18074	Nid2	Nidogen-2  [Source:UniProtKB/Swiss-Prot;Acc:O88322]	protein_coding	14	19751265	19811787	1
ENSMUSG00000021807	68045	Rtraf	RNA transcription, translation and transport factor [Source:MGI Symbol;Acc:MGI:1915295]	protein_coding	14	19811351	19823824	-1
ENSMUSG00000021809	67725	Nudt13	Nucleoside diphosphate-linked moiety X motif 13  [Source:UniProtKB/Swiss-Prot;Acc:Q8JZU0]	protein_coding	14	20294697	20317578	1
ENSMUSG00000021810	70601	Ecd	ecdysoneless cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:17029]	protein_coding	14	20319852	20348121	-1
ENSMUSG00000021811	108671	Dnajc9	DnaJ homolog subfamily C member 9  [Source:UniProtKB/Swiss-Prot;Acc:Q91WN1]	protein_coding	14	20384638	20388910	-1
ENSMUSG00000021814	11750	Anxa7	Annexin A7  [Source:UniProtKB/Swiss-Prot;Acc:Q07076]	protein_coding	14	20455260	20480133	-1
ENSMUSG00000021815	74843	Mss51	Putative , mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9D5Z5]	protein_coding	14	20482867	20496901	-1
ENSMUSG00000021816	19056	Ppp3cb	protein phosphatase 3, catalytic subunit, beta isoform [Source:MGI Symbol;Acc:MGI:107163]	protein_coding	14	20499364	20546573	-1
ENSMUSG00000021819	268721	Zswim8	zinc finger SWIM-type containing 8 [Source:MGI Symbol;Acc:MGI:1919156]	protein_coding	14	20707552	20723619	1
ENSMUSG00000021820	12325	Camk2g	Calcium/calmodulin-dependent protein kinase type II subunit gamma  [Source:UniProtKB/Swiss-Prot;Acc:Q923T9]	protein_coding	14	20734875	20794088	-1
ENSMUSG00000021822	18792	Plau	plasminogen activator, urokinase [Source:MGI Symbol;Acc:MGI:97611]	protein_coding	14	20836660	20843385	1
ENSMUSG00000021823	22330	Vcl	vinculin [Source:MGI Symbol;Acc:MGI:98927]	protein_coding	14	20929398	21033676	1
ENSMUSG00000021824	55946	Ap3m1	AP-3 complex subunit mu-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9JKC8]	protein_coding	14	21031442	21052508	-1
ENSMUSG00000021866	11744	Anxa11	Annexin A11  [Source:UniProtKB/Swiss-Prot;Acc:P97384]	protein_coding	14	25842156	25886804	1
ENSMUSG00000021868	105675	Ppif	Peptidyl-prolyl cis-trans isomerase F, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q99KR7]	protein_coding	14	25694154	25700468	1
ENSMUSG00000021870	83997	Slmap	Sarcolemmal membrane-associated protein  [Source:UniProtKB/Swiss-Prot;Acc:Q3URD3]	protein_coding	14	26413168	26534931	-1
ENSMUSG00000021874	NA	4933413J09Rik	RIKEN cDNA 4933413J09 gene [Source:MGI Symbol;Acc:MGI:1918356]	lincRNA	14	26356574	26400456	1
ENSMUSG00000021877	11843	Arf4	ADP-ribosylation factor 4  [Source:UniProtKB/Swiss-Prot;Acc:P61750]	protein_coding	14	26638074	26665084	1
ENSMUSG00000021879	110083	Dnah12		protein_coding	14	26693274	26891703	1
ENSMUSG00000021884	56794	Hacl1	2-hydroxyacyl-CoA lyase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9QXE0]	protein_coding	14	31598730	31641286	-1
ENSMUSG00000021890	74427	Eaf1	ELL-associated factor 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9D4C5]	protein_coding	14	31494399	31509858	1
ENSMUSG00000021891	67011	Mettl6	Methyltransferase-like protein 6  [Source:UniProtKB/Swiss-Prot;Acc:Q8BVH9]	protein_coding	14	31473578	31495040	-1
ENSMUSG00000021892	24056	Sh3bp5	SH3-domain binding protein 5 (BTK-associated) [Source:MGI Symbol;Acc:MGI:1344391]	protein_coding	14	31359880	31436078	-1
ENSMUSG00000021893	12339	Capn7	Calpain-7  [Source:UniProtKB/Swiss-Prot;Acc:Q9R1S8]	protein_coding	14	31336638	31371986	1
ENSMUSG00000021895	71704	Arhgef3	Rho guanine nucleotide exchange factor 3  [Source:UniProtKB/Swiss-Prot;Acc:Q91X46]	protein_coding	14	27114899	27403911	1
ENSMUSG00000021898	142687	Asb14	ankyrin repeat and SOCS box containing 14 [Source:HGNC Symbol;Acc:HGNC:19766]	protein_coding	14	26894557	26915258	1
ENSMUSG00000021900	26363	Btd	biotinidase [Source:HGNC Symbol;Acc:HGNC:1122]	protein_coding	14	31641028	31668579	1
ENSMUSG00000021901	104416	Bap1	Ubiquitin carboxyl-terminal hydrolase BAP1  [Source:UniProtKB/Swiss-Prot;Acc:Q99PU7]	protein_coding	14	31251450	31259944	1
ENSMUSG00000021902	71838	Phf7	PHD finger protein 7  [Source:UniProtKB/Swiss-Prot;Acc:Q9DAG9]	protein_coding	14	31237689	31251317	-1
ENSMUSG00000021903	78754	Galnt15	Polypeptide N-acetylgalactosaminyltransferase 15  [Source:UniProtKB/Swiss-Prot;Acc:Q9D2N8]	protein_coding	14	32028989	32062197	1
ENSMUSG00000021904	218877	Sema3g	Semaphorin-3G  [Source:UniProtKB/Swiss-Prot;Acc:Q4LFA9]	protein_coding	14	31217860	31230352	1
ENSMUSG00000021905	105638	Dph3	DPH3 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q8K0W9]	protein_coding	14	32080566	32085729	-1
ENSMUSG00000021906	218885	Oxnad1	Oxidoreductase NAD-binding domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8VE38]	protein_coding	14	32085374	32103202	1
ENSMUSG00000021910	64652	Nisch	Mus musculus nischarin (Nisch), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001347583]	protein_coding	14	31170930	31216946	-1
ENSMUSG00000021911	26430	Parg	Poly(ADP-ribose) glycohydrolase  [Source:UniProtKB/Swiss-Prot;Acc:O88622]	protein_coding	14	32201949	32297550	1
ENSMUSG00000021913	239017	Ogdhl	oxoglutarate dehydrogenase-like [Source:MGI Symbol;Acc:MGI:3616088]	protein_coding	14	32322019	32348151	1
ENSMUSG00000021916	76485	Glt8d1	Glycosyltransferase 8 domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q6NSU3]	protein_coding	14	31001400	31011991	1
ENSMUSG00000021917	69019	Spcs1	Signal peptidase complex subunit 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9D958]	protein_coding	14	30999826	31001672	-1
ENSMUSG00000021918	23955	Nek4	NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]	protein_coding	14	30951377	30988821	1
ENSMUSG00000021922	16427	Itih4	Inter alpha-trypsin inhibitor, heavy chain 4  [Source:UniProtKB/Swiss-Prot;Acc:A6X935]	protein_coding	14	30886476	30902353	1
ENSMUSG00000021936	26419	Mapk8	Mitogen-activated protein kinase 8  [Source:UniProtKB/Swiss-Prot;Acc:Q91Y86]	protein_coding	14	33377898	33447158	-1
ENSMUSG00000021943	14560	Gdf10	Growth/differentiation factor 10  [Source:UniProtKB/Swiss-Prot;Acc:P97737]	protein_coding	14	33923587	33937983	1
ENSMUSG00000021948	18753	Prkcd	protein kinase C, delta [Source:MGI Symbol;Acc:MGI:97598]	protein_coding	14	30595354	30626210	-1
ENSMUSG00000021957	21881	Tkt	Transketolase  [Source:UniProtKB/Swiss-Prot;Acc:P40142]	protein_coding	14	30548359	30574720	1
ENSMUSG00000021962	75901	Dcp1a	mRNA-decapping enzyme 1A  [Source:UniProtKB/Swiss-Prot;Acc:Q91YD3]	protein_coding	14	30479535	30527063	1
ENSMUSG00000021991	12294	Cacna2d3	Voltage-dependent calcium channel subunit alpha-2/delta-3 Voltage-dependent calcium channel subunit alpha-2-3 Voltage-dependent calcium channel subunit delta-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9Z1L5]	protein_coding	14	28904943	29721864	-1
ENSMUSG00000021994	22418	Wnt5a	wingless-type MMTV integration site family, member 5A [Source:MGI Symbol;Acc:MGI:98958]	protein_coding	14	28504750	28527448	1
ENSMUSG00000023156	67053	Rpp14	ribonuclease P 14 subunit [Source:MGI Symbol;Acc:MGI:1914303]	protein_coding	14	8080367	8091834	1
ENSMUSG00000023243	16529	Kcnk5	potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]	protein_coding	14	20140057	20181809	-1
ENSMUSG00000023387	74571	Kcnk16		protein_coding	14	20261376	20269199	-1
ENSMUSG00000025277	66082	Abhd6	abhydrolase domain containing 6 [Source:MGI Symbol;Acc:MGI:1913332]	protein_coding	14	8002902	8056763	1
ENSMUSG00000025278	286940	Flnb	Filamin-B  [Source:UniProtKB/Swiss-Prot;Acc:Q80X90]	protein_coding	14	7817957	7951588	1
ENSMUSG00000025279	13421	Dnase1l3	Deoxyribonuclease gamma  [Source:UniProtKB/Swiss-Prot;Acc:O55070]	protein_coding	14	7964533	7994573	-1
ENSMUSG00000025280	218832	Polr3a	polymerase (RNA) III (DNA directed) polypeptide A [Source:MGI Symbol;Acc:MGI:2681836]	protein_coding	14	24448696	24487058	-1
ENSMUSG00000025290	20088	Rps24	ribosomal protein S24 [Source:MGI Symbol;Acc:MGI:98147]	protein_coding	14	24487125	24496959	1
ENSMUSG00000033111	218734	3830406C13Rik	Uncharacterized   [Source:UniProtKB/Swiss-Prot;Acc:Q8BGD0]	protein_coding	14	12284173	12303231	1
ENSMUSG00000033885	218699	Pxk	PX domain-containing protein kinase-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q8BX57]	protein_coding	14	8098211	8165117	1
ENSMUSG00000034235	78787	Usp54	ubiquitin specific peptidase 54 [Source:MGI Symbol;Acc:MGI:1926037]	protein_coding	14	20548912	20641063	-1
ENSMUSG00000035129	NA	Gm6781	predicted gene 6781 [Source:MGI Symbol;Acc:MGI:3644510]	processed_pseudogene	14	18531363	18532604	1
ENSMUSG00000039081	218820	Zfp503	zinc finger protein 503 [Source:MGI Symbol;Acc:MGI:1353644]	protein_coding	14	21983959	21989601	-1
ENSMUSG00000039197	11534	Adk	Adenosine kinase  [Source:UniProtKB/Swiss-Prot;Acc:P55264]	protein_coding	14	21052574	21448569	1
ENSMUSG00000039308	17423	Ndst2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 [Source:MGI Symbol;Acc:MGI:97040]	protein_coding	14	20723730	20734562	-1
ENSMUSG00000039357	73068	Fut11	Alpha-(1,3)-fucosyltransferase 11  [Source:UniProtKB/Swiss-Prot;Acc:Q8BHC9]	protein_coding	14	20694968	20701016	1
ENSMUSG00000039367	218811	Sec24c	Sec24 related gene family, member C (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919746]	protein_coding	14	20674308	20694852	1
ENSMUSG00000039376	68760	Synpo2l	synaptopodin 2-like [Source:MGI Symbol;Acc:MGI:1916010]	protein_coding	14	20658946	20668354	-1
ENSMUSG00000039543	76670	Cfap70	cilia and flagella associated protein 70 [Source:MGI Symbol;Acc:MGI:1923920]	protein_coding	14	20394193	20452226	-1
ENSMUSG00000039599	105428	Fam149b	Protein FAM149B1  [Source:UniProtKB/Swiss-Prot;Acc:Q6NSV7]	protein_coding	14	20348162	20383491	1
ENSMUSG00000040640	238988	Erc2	Mus musculus ELKS/RAB6-interacting/CAST family member 2 (Erc2), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001347497]	protein_coding	14	27622428	28478537	1
ENSMUSG00000040651	218850	Fam208a	Protein TASOR  [Source:UniProtKB/Swiss-Prot;Acc:Q69ZR9]	protein_coding	14	27428834	27483555	1
ENSMUSG00000040717	171463	Il17rd	Interleukin-17 receptor D  [Source:UniProtKB/Swiss-Prot;Acc:Q8JZL1]	protein_coding	14	27038941	27107286	1
ENSMUSG00000040760	72993	Appl1	DCC-interacting protein 13-alpha  [Source:UniProtKB/Swiss-Prot;Acc:Q8K3H0]	protein_coding	14	26918988	26971232	-1
ENSMUSG00000040818	211922	Dennd6a	Protein DENND6A  [Source:UniProtKB/Swiss-Prot;Acc:Q8BH65]	protein_coding	14	26573856	26634322	1
ENSMUSG00000041673	67580	Lrrc18	Leucine-rich repeat-containing protein 18  [Source:UniProtKB/Swiss-Prot;Acc:Q9CQ07]	protein_coding	14	32991382	33015291	1
ENSMUSG00000041707	69069	1810011H11Rik	RIKEN cDNA 1810011H11 gene [Source:MGI Symbol;Acc:MGI:1916319]	protein_coding	14	32785963	32817984	1
ENSMUSG00000042286	192187	Stab1	stabilin 1 [Source:MGI Symbol;Acc:MGI:2178742]	protein_coding	14	31139013	31168641	-1
ENSMUSG00000042323	66923	Pbrm1	Protein polybromo-1  [Source:UniProtKB/Swiss-Prot;Acc:Q8BSQ9]	protein_coding	14	31019138	31121592	1
ENSMUSG00000042354	30877	Gnl3	guanine nucleotide binding protein-like 3 (nucleolar) [Source:MGI Symbol;Acc:MGI:1353651]	protein_coding	14	31012433	31019152	-1
ENSMUSG00000042485	66175	Mustn1	Musculoskeletal embryonic nuclear protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q99JI1]	protein_coding	14	30879200	30881610	1
ENSMUSG00000042682	80795	Selenok	Selenoprotein K  [Source:UniProtKB/Swiss-Prot;Acc:Q9JLJ1]	protein_coding	14	29968308	29975662	1
ENSMUSG00000043004	14702	Gng2	guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705]	protein_coding	14	19872559	19977627	-1
ENSMUSG00000043702	211948	Pde12	2',5'-phosphodiesterase 12  [Source:UniProtKB/Swiss-Prot;Acc:Q3TIU4]	protein_coding	14	26659958	26669883	-1
ENSMUSG00000044519	382867	Zfp488	zinc finger protein 488 [Source:MGI Symbol;Acc:MGI:2686052]	protein_coding	14	33967070	33978764	-1
ENSMUSG00000045107	67509	Saysd1	SAYSvFN domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8K190]	protein_coding	14	20075636	20138534	-1
ENSMUSG00000045201	218763	Lrrc3b	leucine rich repeat containing 3B [Source:MGI Symbol;Acc:MGI:2384996]	protein_coding	14	15357515	15438987	-1
ENSMUSG00000045776	319476	Lrtm1	Leucine-rich repeat and transmembrane domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8BXQ3]	protein_coding	14	29018208	29033645	1
ENSMUSG00000045799	NA	Gm9800	predicted gene 9800 [Source:MGI Symbol;Acc:MGI:3710580]	processed_pseudogene	14	8800000	8800335	-1
ENSMUSG00000046753	320234	Ccdc66	Coiled-coil domain-containing protein 66  [Source:UniProtKB/Swiss-Prot;Acc:Q6NS45]	protein_coding	14	27481090	27508460	-1
ENSMUSG00000048502	278672	Duxbl1		protein_coding	14	25978577	25990088	1
ENSMUSG00000049960	66242	Mrps16	28S ribosomal protein S16, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9CPX7]	protein_coding	14	20389304	20393634	-1
ENSMUSG00000050666	320736	Vstm4	V-set and transmembrane domain containing 4 [Source:MGI Symbol;Acc:MGI:2444633]	protein_coding	14	32856756	32939491	1
ENSMUSG00000051506	545030	Wdfy4	WD repeat and FYVE domain containing 4 [Source:MGI Symbol;Acc:MGI:3584510]	protein_coding	14	32959547	33185508	-1
ENSMUSG00000052395	328370	Rft1		protein_coding	14	30654360	30691317	1
ENSMUSG00000053453	66231	Thoc7	THO complex subunit 7 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q7TMY4]	protein_coding	14	13949012	13961852	-1
ENSMUSG00000054051	319955	Ercc6	ERCC excision repair 6, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:3438]	protein_coding	14	32513521	32580990	1
ENSMUSG00000055538	71918	Zcchc24	zinc finger, CCHC domain containing 24 [Source:MGI Symbol;Acc:MGI:1919168]	protein_coding	14	25711642	25769039	-1
ENSMUSG00000056234	27057	Ncoa4	nuclear receptor coactivator 4 isoform b  [Source:RefSeq peptide;Acc:NP_001271248]	protein_coding	14	32159865	32179855	1
ENSMUSG00000056296	72003	Synpr	Synaptoporin  [Source:UniProtKB/Swiss-Prot;Acc:Q8BGN8]	protein_coding	14	13284780	13616340	1
ENSMUSG00000057606	382864	Colq	Acetylcholinesterase collagenic tail peptide  [Source:UniProtKB/Swiss-Prot;Acc:O35348]	protein_coding	14	31523082	31591343	-1
ENSMUSG00000058317	218793	Ube2e2	ubiquitin-conjugating enzyme E2E 2 [Source:MGI Symbol;Acc:MGI:2384997]	protein_coding	14	18573575	18894267	-1
ENSMUSG00000058351	66487	Smim4	Small integral membrane protein 4  [Source:UniProtKB/Swiss-Prot;Acc:Q8C1Q6]	protein_coding	14	31088132	31128956	-1
ENSMUSG00000060579	14198	Fhit	Bis(5'-adenosyl)-triphosphatase  [Source:UniProtKB/Swiss-Prot;Acc:O89106]	protein_coding	14	9550092	11162035	-1
ENSMUSG00000063142	16531	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1 [Source:MGI Symbol;Acc:MGI:99923]	protein_coding	14	23289431	24014491	-1
ENSMUSG00000063458	76633	Lrmda	Leucine-rich melanocyte differentiation-associated protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9D9B4]	protein_coding	14	22019712	23056085	1
ENSMUSG00000063506	239027	Arhgap22	Rho GTPase activating protein 22 [Source:MGI Symbol;Acc:MGI:2443418]	protein_coding	14	33214026	33369934	1
ENSMUSG00000063787	66121	Chchd1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9CQA6]	protein_coding	14	20703006	20704425	1
ENSMUSG00000068697	59011	Myoz1	Myozenin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9JK37]	protein_coding	14	20649107	20656540	-1
ENSMUSG00000068758	16188	Il3ra	Interleukin-3 receptor subunit alpha  [Source:UniProtKB/Swiss-Prot;Acc:P26952]	protein_coding	14	14346275	14356011	1
ENSMUSG00000071547	70021	Nt5dc2	5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]	protein_coding	14	31131053	31139124	1
ENSMUSG00000071613	100040697	Gm10340		protein_coding	14	3133997	3141609	1
ENSMUSG00000072624	432838	Gm5460		protein_coding	14	34016758	34048193	1
ENSMUSG00000072625	12165	Gdf2	Growth/differentiation factor 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9WV56]	protein_coding	14	33941039	33947198	1
ENSMUSG00000072680	100039192	Tmem254c	Transmembrane protein 254  [Source:UniProtKB/Swiss-Prot;Acc:P0DN89]	protein_coding	14	26063919	26067355	-1
ENSMUSG00000072714	NA	Rpl21-ps4	ribosomal protein L21, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3646825]	processed_pseudogene	14	11227552	11227989	1
ENSMUSG00000072723	218695	Gm10044		processed_transcript	14	7744063	7791651	-1
ENSMUSG00000072731	NA	Gm3715	predicted gene 3715 [Source:MGI Symbol;Acc:MGI:3781891]	unprocessed_pseudogene	14	7223692	7229138	-1
